timestamp,meter_id,kwh,lat,lng
2024-01-01 12:45:00,M01,0.0547,12.972781,77.595742
2024-01-01 13:00:00,M01,0.0518,12.972781,77.595742
2024-01-01 13:15:00,M01,0.0545,12.972781,77.595742
2024-01-01 13:30:00,M01,0.0411,12.972781,77.595742
2024-01-01 13:45:00,M01,0.0429,12.972781,77.595742
2024-01-01 14:00:00,M01,0.0439,12.972781,77.595742
2024-01-01 14:15:00,M01,0.0465,12.972781,77.595742
2024-01-01 14:30:00,M01,0.058,12.972781,77.595742
2024-01-01 14:45:00,M01,0.0474,12.972781,77.595742
2024-01-01 15:00:00,M01,0.0521,12.972781,77.595742
2024-01-01 15:15:00,M01,0.0665,12.972781,77.595742
2024-01-01 15:30:00,M01,0.0537,12.972781,77.595742
2024-01-01 15:45:00,M01,0.0641,12.972781,77.595742
2024-01-01 16:00:00,M01,0.0522,12.972781,77.595742
2024-01-01 16:15:00,M01,0.0607,12.972781,77.595742
2024-01-01 16:30:00,M01,0.0578,12.972781,77.595742
2024-01-01 16:45:00,M01,0.067,12.972781,77.595742
2024-01-01 17:00:00,M01,0.0819,12.972781,77.595742
2024-01-01 17:15:00,M01,0.0669,12.972781,77.595742
2024-01-01 17:30:00,M01,0.092,12.972781,77.595742
2024-01-01 17:45:00,M01,0.0986,12.972781,77.595742
2024-01-01 18:00:00,M01,0.1009,12.972781,77.595742
2024-01-01 18:15:00,M01,0.1038,12.972781,77.595742
2024-01-01 18:30:00,M01,0.1267,12.972781,77.595742
2024-01-01 18:45:00,M01,0.1323,12.972781,77.595742
2024-01-01 19:00:00,M01,0.1489,12.972781,77.595742
2024-01-01 19:15:00,M01,0.1568,12.972781,77.595742
2024-01-01 19:30:00,M01,0.1784,12.972781,77.595742
2024-01-01 19:45:00,M01,0.1703,12.972781,77.595742
2024-01-01 20:00:00,M01,0.169,12.972781,77.595742
2024-01-01 20:15:00,M01,0.182,12.972781,77.595742
2024-01-01 20:30:00,M01,0.1831,12.972781,77.595742
2024-01-01 20:45:00,M01,0.1909,12.972781,77.595742
2024-01-01 21:00:00,M01,0.1827,12.972781,77.595742
2024-01-01 21:15:00,M01,0.1727,12.972781,77.595742
2024-01-01 21:30:00,M01,0.174,12.972781,77.595742
2024-01-01 21:45:00,M01,0.1428,12.972781,77.595742
2024-01-01 22:00:00,M01,0.1369,12.972781,77.595742
2024-01-01 22:15:00,M01,0.1235,12.972781,77.595742
2024-01-01 22:30:00,M01,0.1166,12.972781,77.595742
2024-01-01 22:45:00,M01,0.0974,12.972781,77.595742
2024-01-01 23:00:00,M01,0.1034,12.972781,77.595742
2024-01-01 23:15:00,M01,0.0865,12.972781,77.595742
2024-01-01 23:30:00,M01,0.0674,12.972781,77.595742
2024-01-01 23:45:00,M01,0.0633,12.972781,77.595742
2024-01-02 00:00:00,M01,0.0448,12.972781,77.595742
2024-01-02 00:15:00,M01,0.0491,12.972781,77.595742
2024-01-02 00:30:00,M01,0.0587,12.972781,77.595742
2024-01-02 00:45:00,M01,0.0664,12.972781,77.595742
2024-01-02 01:00:00,M01,0.0459,12.972781,77.595742
2024-01-02 01:15:00,M01,0.0344,12.972781,77.595742
2024-01-02 01:30:00,M01,0.0252,12.972781,77.595742
2024-01-02 01:45:00,M01,0.0452,12.972781,77.595742
2024-01-02 02:00:00,M01,0.0365,12.972781,77.595742
2024-01-02 02:15:00,M01,0.0401,12.972781,77.595742
2024-01-02 02:30:00,M01,0.0388,12.972781,77.595742
2024-01-02 02:45:00,M01,0.043,12.972781,77.595742
2024-01-02 03:00:00,M01,0.0534,12.972781,77.595742
2024-01-02 03:15:00,M01,0.0464,12.972781,77.595742
2024-01-02 03:30:00,M01,0.0444,12.972781,77.595742
2024-01-02 03:45:00,M01,0.0379,12.972781,77.595742
2024-01-02 04:00:00,M01,0.0336,12.972781,77.595742
2024-01-02 04:15:00,M01,0.0447,12.972781,77.595742
2024-01-02 04:30:00,M01,0.0502,12.972781,77.595742
2024-01-02 04:45:00,M01,0.0678,12.972781,77.595742
2024-01-02 05:00:00,M01,0.0578,12.972781,77.595742
2024-01-02 05:15:00,M01,0.0695,12.972781,77.595742
2024-01-02 05:30:00,M01,0.0634,12.972781,77.595742
2024-01-02 05:45:00,M01,0.0653,12.972781,77.595742
2024-01-02 06:00:00,M01,0.0763,12.972781,77.595742
2024-01-02 06:15:00,M01,0.0888,12.972781,77.595742
2024-01-02 06:30:00,M01,0.1239,12.972781,77.595742
2024-01-02 06:45:00,M01,0.1115,12.972781,77.595742
2024-01-02 07:00:00,M01,0.1368,12.972781,77.595742
2024-01-02 07:15:00,M01,0.1329,12.972781,77.595742
2024-01-02 07:30:00,M01,0.1563,12.972781,77.595742
2024-01-02 07:45:00,M01,0.1573,12.972781,77.595742
2024-01-02 08:00:00,M01,0.1551,12.972781,77.595742
2024-01-02 08:15:00,M01,0.1547,12.972781,77.595742
2024-01-02 08:30:00,M01,0.145,12.972781,77.595742
2024-01-02 08:45:00,M01,0.1467,12.972781,77.595742
2024-01-02 09:00:00,M01,0.1297,12.972781,77.595742
2024-01-02 09:15:00,M01,0.1126,12.972781,77.595742
2024-01-02 09:30:00,M01,0.101,12.972781,77.595742
2024-01-02 09:45:00,M01,0.1023,12.972781,77.595742
2024-01-02 10:00:00,M01,0.1041,12.972781,77.595742
2024-01-02 10:15:00,M01,0.084,12.972781,77.595742
2024-01-02 10:30:00,M01,0.0749,12.972781,77.595742
2024-01-02 10:45:00,M01,0.0728,12.972781,77.595742
2024-01-02 11:00:00,M01,0.0772,12.972781,77.595742
2024-01-02 11:15:00,M01,0.0653,12.972781,77.595742
2024-01-02 11:30:00,M01,0.0581,12.972781,77.595742
2024-01-02 11:45:00,M01,0.0693,12.972781,77.595742
2024-01-02 12:00:00,M01,0.0628,12.972781,77.595742
2024-01-02 12:15:00,M01,0.0714,12.972781,77.595742
2024-01-02 12:30:00,M01,0.0599,12.972781,77.595742
2024-01-02 12:45:00,M01,0.048,12.972781,77.595742
2024-01-02 13:00:00,M01,0.0466,12.972781,77.595742
2024-01-02 13:15:00,M01,0.0714,12.972781,77.595742
2024-01-02 13:30:00,M01,0.0718,12.972781,77.595742
2024-01-02 13:45:00,M01,0.056,12.972781,77.595742
2024-01-02 14:00:00,M01,0.0542,12.972781,77.595742
2024-01-02 14:15:00,M01,0.0694,12.972781,77.595742
2024-01-02 14:30:00,M01,0.0482,12.972781,77.595742
2024-01-02 14:45:00,M01,0.0501,12.972781,77.595742
2024-01-02 15:00:00,M01,0.0631,12.972781,77.595742
2024-01-02 15:15:00,M01,0.0551,12.972781,77.595742
2024-01-02 15:30:00,M01,0.0592,12.972781,77.595742
2024-01-02 15:45:00,M01,0.0592,12.972781,77.595742
2024-01-02 16:00:00,M01,0.0652,12.972781,77.595742
2024-01-02 16:15:00,M01,0.0766,12.972781,77.595742
2024-01-02 16:30:00,M01,0.069,12.972781,77.595742
2024-01-02 16:45:00,M01,0.0777,12.972781,77.595742
2024-01-02 17:00:00,M01,0.0606,12.972781,77.595742
2024-01-02 17:15:00,M01,0.0833,12.972781,77.595742
2024-01-02 17:30:00,M01,0.084,12.972781,77.595742
2024-01-02 17:45:00,M01,0.0892,12.972781,77.595742
2024-01-02 18:00:00,M01,0.1012,12.972781,77.595742
2024-01-02 18:15:00,M01,0.1156,12.972781,77.595742
2024-01-02 18:30:00,M01,0.1363,12.972781,77.595742
2024-01-02 18:45:00,M01,0.1283,12.972781,77.595742
2024-01-02 19:00:00,M01,0.1498,12.972781,77.595742
2024-01-02 19:15:00,M01,0.1552,12.972781,77.595742
2024-01-02 19:30:00,M01,0.165,12.972781,77.595742
2024-01-02 19:45:00,M01,0.1831,12.972781,77.595742
2024-01-02 20:00:00,M01,0.1845,12.972781,77.595742
2024-01-02 20:15:00,M01,0.1941,12.972781,77.595742
2024-01-02 20:30:00,M01,0.1826,12.972781,77.595742
2024-01-02 20:45:00,M01,0.1765,12.972781,77.595742
2024-01-02 21:00:00,M01,0.1765,12.972781,77.595742
2024-01-02 21:15:00,M01,0.1744,12.972781,77.595742
2024-01-02 21:30:00,M01,0.1659,12.972781,77.595742
2024-01-02 21:45:00,M01,0.1462,12.972781,77.595742
2024-01-02 22:00:00,M01,0.1455,12.972781,77.595742
2024-01-02 22:15:00,M01,0.1356,12.972781,77.595742
2024-01-02 22:30:00,M01,0.1432,12.972781,77.595742
2024-01-02 22:45:00,M01,0.1268,12.972781,77.595742
2024-01-02 23:00:00,M01,0.0937,12.972781,77.595742
2024-01-02 23:15:00,M01,0.0886,12.972781,77.595742
2024-01-02 23:30:00,M01,0.07,12.972781,77.595742
2024-01-02 23:45:00,M01,0.0694,12.972781,77.595742
2024-01-03 00:00:00,M01,0.0454,12.972781,77.595742
2024-01-03 00:15:00,M01,0.0528,12.972781,77.595742
2024-01-03 00:30:00,M01,0.0369,12.972781,77.595742
2024-01-03 00:45:00,M01,0.0376,12.972781,77.595742
2024-01-03 01:00:00,M01,0.0254,12.972781,77.595742
2024-01-03 01:15:00,M01,0.0419,12.972781,77.595742
2024-01-03 01:30:00,M01,0.0347,12.972781,77.595742
2024-01-03 01:45:00,M01,0.0393,12.972781,77.595742
2024-01-03 02:00:00,M01,0.0366,12.972781,77.595742
2024-01-03 02:15:00,M01,0.0434,12.972781,77.595742
2024-01-03 02:30:00,M01,0.03,12.972781,77.595742
2024-01-03 02:45:00,M01,0.0327,12.972781,77.595742
2024-01-03 03:00:00,M01,0.0628,12.972781,77.595742
2024-01-03 03:15:00,M01,0.0351,12.972781,77.595742
2024-01-03 03:30:00,M01,0.0373,12.972781,77.595742
2024-01-03 03:45:00,M01,0.0622,12.972781,77.595742
2024-01-03 04:00:00,M01,0.072,12.972781,77.595742
2024-01-03 04:15:00,M01,0.0397,12.972781,77.595742
2024-01-03 04:30:00,M01,0.0482,12.972781,77.595742
2024-01-03 04:45:00,M01,0.0567,12.972781,77.595742
2024-01-03 05:00:00,M01,0.0716,12.972781,77.595742
2024-01-03 05:15:00,M01,0.0539,12.972781,77.595742
2024-01-03 05:30:00,M01,0.0661,12.972781,77.595742
2024-01-03 05:45:00,M01,0.0821,12.972781,77.595742
2024-01-03 06:00:00,M01,0.0885,12.972781,77.595742
2024-01-03 06:15:00,M01,0.0923,12.972781,77.595742
2024-01-03 06:30:00,M01,0.1058,12.972781,77.595742
2024-01-03 06:45:00,M01,0.1076,12.972781,77.595742
2024-01-03 07:00:00,M01,0.1286,12.972781,77.595742
2024-01-03 07:15:00,M01,0.1388,12.972781,77.595742
2024-01-03 07:30:00,M01,0.1512,12.972781,77.595742
2024-01-03 07:45:00,M01,0.1502,12.972781,77.595742
2024-01-03 08:00:00,M01,0.1609,12.972781,77.595742
2024-01-03 08:15:00,M01,0.1641,12.972781,77.595742
2024-01-03 08:30:00,M01,0.1524,12.972781,77.595742
2024-01-03 08:45:00,M01,0.1465,12.972781,77.595742
2024-01-03 09:00:00,M01,0.1345,12.972781,77.595742
2024-01-03 09:15:00,M01,0.1233,12.972781,77.595742
2024-01-03 09:30:00,M01,0.1062,12.972781,77.595742
2024-01-03 09:45:00,M01,0.1041,12.972781,77.595742
2024-01-03 10:00:00,M01,0.0909,12.972781,77.595742
2024-01-03 10:15:00,M01,0.1006,12.972781,77.595742
2024-01-03 10:30:00,M01,0.0895,12.972781,77.595742
2024-01-03 10:45:00,M01,0.0743,12.972781,77.595742
2024-01-03 11:00:00,M01,0.0608,12.972781,77.595742
2024-01-03 11:15:00,M01,0.055,12.972781,77.595742
2024-01-03 11:30:00,M01,0.072,12.972781,77.595742
2024-01-03 11:45:00,M01,0.063,12.972781,77.595742
2024-01-03 12:00:00,M01,0.0639,12.972781,77.595742
2024-01-03 12:15:00,M01,0.045,12.972781,77.595742
2024-01-03 12:30:00,M01,0.0667,12.972781,77.595742
2024-01-03 12:45:00,M01,0.0625,12.972781,77.595742
2024-01-03 13:00:00,M01,0.0494,12.972781,77.595742
2024-01-03 13:15:00,M01,0.0545,12.972781,77.595742
2024-01-03 13:30:00,M01,0.0604,12.972781,77.595742
2024-01-03 13:45:00,M01,0.0585,12.972781,77.595742
2024-01-03 14:00:00,M01,0.0556,12.972781,77.595742
2024-01-03 14:15:00,M01,0.0571,12.972781,77.595742
2024-01-03 14:30:00,M01,0.0559,12.972781,77.595742
2024-01-03 14:45:00,M01,0.0594,12.972781,77.595742
2024-01-03 15:00:00,M01,0.0706,12.972781,77.595742
2024-01-03 15:15:00,M01,0.0378,12.972781,77.595742
2024-01-03 15:30:00,M01,0.0579,12.972781,77.595742
2024-01-03 15:45:00,M01,0.0627,12.972781,77.595742
2024-01-03 16:00:00,M01,0.0655,12.972781,77.595742
2024-01-03 16:15:00,M01,0.0625,12.972781,77.595742
2024-01-03 16:30:00,M01,0.0544,12.972781,77.595742
2024-01-03 16:45:00,M01,0.0758,12.972781,77.595742
2024-01-03 17:00:00,M01,0.0924,12.972781,77.595742
2024-01-03 17:15:00,M01,0.0717,12.972781,77.595742
2024-01-03 17:30:00,M01,0.0987,12.972781,77.595742
2024-01-03 17:45:00,M01,0.0972,12.972781,77.595742
2024-01-03 18:00:00,M01,0.1086,12.972781,77.595742
2024-01-03 18:15:00,M01,0.1103,12.972781,77.595742
2024-01-03 18:30:00,M01,0.1266,12.972781,77.595742
2024-01-03 18:45:00,M01,0.1506,12.972781,77.595742
2024-01-03 19:00:00,M01,0.155,12.972781,77.595742
2024-01-03 19:15:00,M01,0.1741,12.972781,77.595742
2024-01-03 19:30:00,M01,0.1781,12.972781,77.595742
2024-01-03 19:45:00,M01,0.1791,12.972781,77.595742
2024-01-03 20:00:00,M01,0.195,12.972781,77.595742
2024-01-03 20:15:00,M01,0.1874,12.972781,77.595742
2024-01-03 20:30:00,M01,0.1913,12.972781,77.595742
2024-01-03 20:45:00,M01,0.1805,12.972781,77.595742
2024-01-03 21:00:00,M01,0.1796,12.972781,77.595742
2024-01-03 21:15:00,M01,0.1672,12.972781,77.595742
2024-01-03 21:30:00,M01,0.1733,12.972781,77.595742
2024-01-03 21:45:00,M01,0.1461,12.972781,77.595742
2024-01-03 22:00:00,M01,0.1518,12.972781,77.595742
2024-01-03 22:15:00,M01,0.1327,12.972781,77.595742
2024-01-03 22:30:00,M01,0.1327,12.972781,77.595742
2024-01-03 22:45:00,M01,0.1182,12.972781,77.595742
2024-01-03 23:00:00,M01,0.1164,12.972781,77.595742
2024-01-03 23:15:00,M01,0.0976,12.972781,77.595742
2024-01-03 23:30:00,M01,0.0698,12.972781,77.595742
2024-01-03 23:45:00,M01,0.0744,12.972781,77.595742
2024-01-04 00:00:00,M01,0.0314,12.972781,77.595742
2024-01-04 00:15:00,M01,0.0368,12.972781,77.595742
2024-01-04 00:30:00,M01,0.0536,12.972781,77.595742
2024-01-04 00:45:00,M01,0.0464,12.972781,77.595742
2024-01-04 01:00:00,M01,0.0355,12.972781,77.595742
2024-01-04 01:15:00,M01,0.0331,12.972781,77.595742
2024-01-04 01:30:00,M01,0.0419,12.972781,77.595742
2024-01-04 01:45:00,M01,0.0318,12.972781,77.595742
2024-01-04 02:00:00,M01,0.0366,12.972781,77.595742
2024-01-04 02:15:00,M01,0.045,12.972781,77.595742
2024-01-04 02:30:00,M01,0.0522,12.972781,77.595742
2024-01-04 02:45:00,M01,0.0481,12.972781,77.595742
2024-01-04 03:00:00,M01,0.0246,12.972781,77.595742
2024-01-04 03:15:00,M01,0.0465,12.972781,77.595742
2024-01-04 03:30:00,M01,0.0451,12.972781,77.595742
2024-01-04 03:45:00,M01,0.0487,12.972781,77.595742
2024-01-04 04:00:00,M01,0.0596,12.972781,77.595742
2024-01-04 04:15:00,M01,0.0306,12.972781,77.595742
2024-01-04 04:30:00,M01,0.0446,12.972781,77.595742
2024-01-04 04:45:00,M01,0.0569,12.972781,77.595742
2024-01-04 05:00:00,M01,0.0425,12.972781,77.595742
2024-01-04 05:15:00,M01,0.0724,12.972781,77.595742
2024-01-04 05:30:00,M01,0.0694,12.972781,77.595742
2024-01-04 05:45:00,M01,0.0809,12.972781,77.595742
2024-01-04 06:00:00,M01,0.0784,12.972781,77.595742
2024-01-04 06:15:00,M01,0.1003,12.972781,77.595742
2024-01-04 06:30:00,M01,0.114,12.972781,77.595742
2024-01-04 06:45:00,M01,0.1191,12.972781,77.595742
2024-01-04 07:00:00,M01,0.1307,12.972781,77.595742
2024-01-04 07:15:00,M01,0.1414,12.972781,77.595742
2024-01-04 07:30:00,M01,0.1404,12.972781,77.595742
2024-01-04 07:45:00,M01,0.1518,12.972781,77.595742
2024-01-04 08:00:00,M01,0.154,12.972781,77.595742
2024-01-04 08:15:00,M01,0.1571,12.972781,77.595742
2024-01-04 08:30:00,M01,0.1575,12.972781,77.595742
2024-01-04 08:45:00,M01,0.1331,12.972781,77.595742
2024-01-04 09:00:00,M01,0.1313,12.972781,77.595742
2024-01-04 09:15:00,M01,0.1338,12.972781,77.595742
2024-01-04 09:30:00,M01,0.1043,12.972781,77.595742
2024-01-04 09:45:00,M01,0.0929,12.972781,77.595742
2024-01-04 10:00:00,M01,0.0916,12.972781,77.595742
2024-01-04 10:15:00,M01,0.0885,12.972781,77.595742
2024-01-04 10:30:00,M01,0.0748,12.972781,77.595742
2024-01-04 10:45:00,M01,0.0803,12.972781,77.595742
2024-01-04 11:00:00,M01,0.0723,12.972781,77.595742
2024-01-04 11:15:00,M01,0.0693,12.972781,77.595742
2024-01-04 11:30:00,M01,0.0649,12.972781,77.595742
2024-01-04 11:45:00,M01,0.0782,12.972781,77.595742
2024-01-04 12:00:00,M01,0.0565,12.972781,77.595742
2024-01-04 12:15:00,M01,0.0411,12.972781,77.595742
2024-01-04 12:30:00,M01,0.0705,12.972781,77.595742
2024-01-04 12:45:00,M01,0.0532,12.972781,77.595742
2024-01-04 13:00:00,M01,0.0577,12.972781,77.595742
2024-01-04 13:15:00,M01,0.0674,12.972781,77.595742
2024-01-04 13:30:00,M01,0.0432,12.972781,77.595742
2024-01-04 13:45:00,M01,0.046,12.972781,77.595742
2024-01-04 14:00:00,M01,0.043,12.972781,77.595742
2024-01-04 14:15:00,M01,0.0496,12.972781,77.595742
2024-01-04 14:30:00,M01,0.0598,12.972781,77.595742
2024-01-04 14:45:00,M01,0.0607,12.972781,77.595742
2024-01-04 15:00:00,M01,0.0589,12.972781,77.595742
2024-01-04 15:15:00,M01,0.0456,12.972781,77.595742
2024-01-04 15:30:00,M01,0.0391,12.972781,77.595742
2024-01-04 15:45:00,M01,0.0599,12.972781,77.595742
2024-01-04 16:00:00,M01,0.0574,12.972781,77.595742
2024-01-04 16:15:00,M01,0.0676,12.972781,77.595742
2024-01-04 16:30:00,M01,0.0729,12.972781,77.595742
2024-01-04 16:45:00,M01,0.0724,12.972781,77.595742
2024-01-04 17:00:00,M01,0.0827,12.972781,77.595742
2024-01-04 17:15:00,M01,0.0845,12.972781,77.595742
2024-01-04 17:30:00,M01,0.0942,12.972781,77.595742
2024-01-04 17:45:00,M01,0.0923,12.972781,77.595742
2024-01-04 18:00:00,M01,0.1058,12.972781,77.595742
2024-01-04 18:15:00,M01,0.1188,12.972781,77.595742
2024-01-04 18:30:00,M01,0.1343,12.972781,77.595742
2024-01-04 18:45:00,M01,0.1348,12.972781,77.595742
2024-01-04 19:00:00,M01,0.1527,12.972781,77.595742
2024-01-04 19:15:00,M01,0.1558,12.972781,77.595742
2024-01-04 19:30:00,M01,0.1656,12.972781,77.595742
2024-01-04 19:45:00,M01,0.1805,12.972781,77.595742
2024-01-04 20:00:00,M01,0.1624,12.972781,77.595742
2024-01-04 20:15:00,M01,0.1713,12.972781,77.595742
2024-01-04 20:30:00,M01,0.1705,12.972781,77.595742
2024-01-04 20:45:00,M01,0.1619,12.972781,77.595742
2024-01-04 21:00:00,M01,0.1716,12.972781,77.595742
2024-01-04 21:15:00,M01,0.1774,12.972781,77.595742
2024-01-04 21:30:00,M01,0.161,12.972781,77.595742
2024-01-04 21:45:00,M01,0.1556,12.972781,77.595742
2024-01-04 22:00:00,M01,0.1526,12.972781,77.595742
2024-01-04 22:15:00,M01,0.1435,12.972781,77.595742
2024-01-04 22:30:00,M01,0.1207,12.972781,77.595742
2024-01-04 22:45:00,M01,0.1214,12.972781,77.595742
2024-01-04 23:00:00,M01,0.1004,12.972781,77.595742
2024-01-04 23:15:00,M01,0.0829,12.972781,77.595742
2024-01-04 23:30:00,M01,0.076,12.972781,77.595742
2024-01-04 23:45:00,M01,0.0609,12.972781,77.595742
2024-01-05 00:00:00,M01,0.0308,12.972781,77.595742
2024-01-05 00:15:00,M01,0.0352,12.972781,77.595742
2024-01-05 00:30:00,M01,0.0449,12.972781,77.595742
2024-01-05 00:45:00,M01,0.0525,12.972781,77.595742
2024-01-05 01:00:00,M01,0.027,12.972781,77.595742
2024-01-05 01:15:00,M01,0.0418,12.972781,77.595742
2024-01-05 01:30:00,M01,0.0302,12.972781,77.595742
2024-01-05 01:45:00,M01,0.0429,12.972781,77.595742
2024-01-05 02:00:00,M01,0.0382,12.972781,77.595742
2024-01-05 02:15:00,M01,0.0244,12.972781,77.595742
2024-01-05 02:30:00,M01,0.0475,12.972781,77.595742
2024-01-05 02:45:00,M01,0.0352,12.972781,77.595742
2024-01-05 03:00:00,M01,0.0362,12.972781,77.595742
2024-01-05 03:15:00,M01,0.0323,12.972781,77.595742
2024-01-05 03:30:00,M01,0.0363,12.972781,77.595742
2024-01-05 03:45:00,M01,0.0459,12.972781,77.595742
2024-01-05 04:00:00,M01,0.0418,12.972781,77.595742
2024-01-05 04:15:00,M01,0.0475,12.972781,77.595742
2024-01-05 04:30:00,M01,0.0496,12.972781,77.595742
2024-01-05 04:45:00,M01,0.0601,12.972781,77.595742
2024-01-05 05:00:00,M01,0.0499,12.972781,77.595742
2024-01-05 05:15:00,M01,0.0452,12.972781,77.595742
2024-01-05 05:30:00,M01,0.0723,12.972781,77.595742
2024-01-05 05:45:00,M01,0.0683,12.972781,77.595742
2024-01-05 06:00:00,M01,0.0894,12.972781,77.595742
2024-01-05 06:15:00,M01,0.0939,12.972781,77.595742
2024-01-05 06:30:00,M01,0.1012,12.972781,77.595742
2024-01-05 06:45:00,M01,0.1171,12.972781,77.595742
2024-01-05 07:00:00,M01,0.142,12.972781,77.595742
2024-01-05 07:15:00,M01,0.1534,12.972781,77.595742
2024-01-05 07:30:00,M01,0.1452,12.972781,77.595742
2024-01-05 07:45:00,M01,0.1515,12.972781,77.595742
2024-01-05 08:00:00,M01,0.1612,12.972781,77.595742
2024-01-05 08:15:00,M01,0.1441,12.972781,77.595742
2024-01-05 08:30:00,M01,0.1492,12.972781,77.595742
2024-01-05 08:45:00,M01,0.1388,12.972781,77.595742
2024-01-05 09:00:00,M01,0.132,12.972781,77.595742
2024-01-05 09:15:00,M01,0.1118,12.972781,77.595742
2024-01-05 09:30:00,M01,0.0944,12.972781,77.595742
2024-01-05 09:45:00,M01,0.0797,12.972781,77.595742
2024-01-05 10:00:00,M01,0.0779,12.972781,77.595742
2024-01-05 10:15:00,M01,0.0749,12.972781,77.595742
2024-01-05 10:30:00,M01,0.0694,12.972781,77.595742
2024-01-05 10:45:00,M01,0.0824,12.972781,77.595742
2024-01-05 11:00:00,M01,0.0715,12.972781,77.595742
2024-01-05 11:15:00,M01,0.0516,12.972781,77.595742
2024-01-05 11:30:00,M01,0.0604,12.972781,77.595742
2024-01-05 11:45:00,M01,0.0528,12.972781,77.595742
2024-01-05 12:00:00,M01,0.0529,12.972781,77.595742
2024-01-05 12:15:00,M01,0.0563,12.972781,77.595742
2024-01-05 12:30:00,M01,0.0595,12.972781,77.595742
2024-01-05 12:45:00,M01,0.0513,12.972781,77.595742
2024-01-05 13:00:00,M01,0.0627,12.972781,77.595742
2024-01-05 13:15:00,M01,0.0443,12.972781,77.595742
2024-01-05 13:30:00,M01,0.0536,12.972781,77.595742
2024-01-05 13:45:00,M01,0.0749,12.972781,77.595742
2024-01-05 14:00:00,M01,0.0552,12.972781,77.595742
2024-01-05 14:15:00,M01,0.0651,12.972781,77.595742
2024-01-05 14:30:00,M01,0.0541,12.972781,77.595742
2024-01-05 14:45:00,M01,0.0583,12.972781,77.595742
2024-01-05 15:00:00,M01,0.0533,12.972781,77.595742
2024-01-05 15:15:00,M01,0.053,12.972781,77.595742
2024-01-05 15:30:00,M01,0.0488,12.972781,77.595742
2024-01-05 15:45:00,M01,0.0601,12.972781,77.595742
2024-01-05 16:00:00,M01,0.0514,12.972781,77.595742
2024-01-05 16:15:00,M01,0.0664,12.972781,77.595742
2024-01-05 16:30:00,M01,0.0732,12.972781,77.595742
